0	1.11945	0.399362	0.200788	-0.0372845	0.0496807	-1.95976	0.0297989	0.0319213	0.0295017	0.048875	0.0527129	0.0480798	
0	1.11945	0.399362	0.200788	-0.0372845	0.0496807	-1.95976	0.0297989	0.0319213	0.0295017	0.048875	0.0527129	0.0480798	
1	1.10217	0.405084	0.203419	-0.0281499	0.0542226	-1.98319	0.0269272	0.0253688	0.0265656	0.0531505	0.0485435	0.0507267	
2	1.09951	0.401699	0.209945	-0.03313	0.0232198	-1.9883	0.0296613	0.0258104	0.0291534	0.0587389	0.0347623	0.0546108	
3	1.09893	0.398641	0.208458	-0.0302647	0.021295	-1.99011	0.0266246	0.0275748	0.0304066	0.0647731	0.036179	0.0618552	
4	1.08939	0.411089	0.2041	-0.0337122	0.0173577	-1.96341	0.0141299	0.00858943	0.0324889	0.0751856	0.0385599	0.00978434	
5	1.09252	0.406654	0.185232	0.0071375	-0.00676016	-1.96052	0.0148425	0.00662654	0.030179	0.0681381	0.0343086	0.00979763	
6	1.09273	0.406514	0.185512	0.00842157	-0.00609869	-1.96083	0.0112042	0.00740781	0.00481858	0.0130358	0.00689191	0.0118812	
7	1.09383	0.40619	0.187125	0.0130422	-0.00477976	-1.96127	0.0026076	0.00216191	0.0050334	0.0142682	0.00698561	0.00208566	
8	1.09338	0.406696	0.186943	0.0115067	-0.00424549	-1.96077	0.00326092	0.00179152	0.00616034	0.0170833	0.00643044	0.00268697	
9	1.0931	0.406747	0.185994	0.00944812	-0.00531066	-1.96083	0.00224057	0.00215813	0.00334938	0.00762099	0.00369214	0.00267745	
10	1.09315	0.4074	0.185622	0.00902467	-0.00576039	-1.96087	0.00305455	0.00180435	0.00416528	0.00942339	0.00479063	0.00343351	
0	1.11791	0.398822	0.201585	-0.0367632	0.045119	-1.95939	0.0291355	0.0290796	0.0297497	0.0543685	0.0510511	0.0485084	
0	1.11791	0.398822	0.201585	-0.0367632	0.045119	-1.95939	0.0291355	0.0290796	0.0297497	0.0543685	0.0510511	0.0485084	
1	1.10194	0.406046	0.201317	-0.0344163	0.0489083	-1.98392	0.0225021	0.0235558	0.0271888	0.0587453	0.0450556	0.0423375	
2	1.09647	0.404518	0.209649	-0.030867	0.0240463	-1.98057	0.0259828	0.0240742	0.0299064	0.0675744	0.0370796	0.0471473	
3	1.09358	0.407386	0.208935	-0.0257322	0.0229485	-1.97148	0.0201817	0.0205074	0.031941	0.0734841	0.039041	0.0439623	
4	1.09161	0.411213	0.210243	-0.0224379	0.0248816	-1.96332	0.012858	0.00908646	0.0383581	0.0807479	0.0468974	0.0116461	
5	1.09627	0.406631	0.192784	0.0241787	0.00162438	-1.96076	0.0135293	0.00757584	0.036443	0.077765	0.0422106	0.0133945	
6	1.0939	0.407237	0.190109	0.0183046	-0.00117274	-1.96025	0.0120442	0.00554748	0.0339579	0.072403	0.0399038	0.0105055	
7	1.09448	0.40542	0.185989	0.0101211	-0.00595443	-1.96376	0.00427478	0.00415867	0.00540517	0.0140734	0.00839841	0.0070399	
8	1.09478	0.405046	0.186788	0.01212	-0.00498908	-1.96437	0.00519411	0.00408817	0.00526825	0.0150313	0.00543458	0.00834814	
9	1.09334	0.406447	0.186762	0.012171	-0.00494423	-1.96115	0.00384088	0.00257818	0.00603433	0.0170494	0.00628074	0.00223884	
10	1.09458	0.406596	0.187381	0.0135404	-0.00430909	-1.96181	0.00427244	0.00160782	0.00753902	0.0207445	0.00790142	0.00233002	
0	1.1221	0.40063	0.200587	-0.0433796	0.0467154	-1.96208	0.0301584	0.0293829	0.0298424	0.048166	0.051449	0.0509396	
0	1.1221	0.40063	0.200587	-0.0433796	0.0467154	-1.96208	0.0301584	0.0293829	0.0298424	0.048166	0.051449	0.0509396	
1	1.10624	0.406484	0.199332	-0.0396255	0.0488756	-1.99076	0.0235239	0.022354	0.0295479	0.0559266	0.0526471	0.0410058	
2	1.10511	0.40465	0.207515	-0.0351191	0.0193316	-1.99655	0.0252675	0.0221357	0.0323673	0.0577499	0.0370785	0.0443717	
3	1.09726	0.400838	0.210586	-0.0392449	0.0234456	-1.98712	0.0189405	0.0197899	0.0343043	0.062369	0.0391036	0.0425555	
4	1.08902	0.411493	0.208906	-0.0392494	0.0218196	-1.96376	0.0134615	0.00828744	0.0373778	0.0667213	0.0423806	0.00962322	
5	1.08877	0.406126	0.175318	-0.0213561	-0.0172005	-1.96226	0.0157395	0.00705656	0.0258444	0.0764064	0.0268887	0.0100273	
6	1.09118	0.40386	0.173057	-0.0264399	-0.0200384	-1.96583	0.0112769	0.00597845	0.0183592	0.0546836	0.0193069	0.00870838	
7	1.09255	0.406486	0.183428	0.00538732	-0.00982924	-1.96123	0.00971435	0.00762765	0.0121562	0.0337564	0.0146109	0.0100893	
8	1.0918	0.406666	0.180911	-0.00322556	-0.0120796	-1.96186	0.00594022	0.00296525	0.0112251	0.0305613	0.0138117	0.00202017	
9	1.09471	0.406827	0.185309	0.00900593	-0.00633706	-1.96287	0.00270753	0.0036621	0.00530377	0.0099861	0.00693247	0.00238381	
10	1.09468	0.405463	0.184903	0.00854114	-0.00689088	-1.96359	0.00335215	0.00119671	0.00634385	0.0119518	0.00822632	0.00277306	
0	1.12147	0.398164	0.201793	-0.042934	0.0510703	-1.95603	0.0299922	0.0292911	0.0307519	0.0512	0.0490524	0.0509478	
0	1.12147	0.398164	0.201793	-0.042934	0.0510703	-1.95603	0.0299922	0.0292911	0.0307519	0.0512	0.0490524	0.0509478	
1	1.10255	0.405462	0.199394	-0.0330683	0.048913	-1.98196	0.0238237	0.0248585	0.0251004	0.0506082	0.0488918	0.0425664	
2	1.09512	0.403601	0.205912	-0.0382275	0.0176725	-1.98121	0.0265125	0.0267272	0.0272308	0.056298	0.0313356	0.0481366	
3	1.09219	0.405443	0.204783	-0.0364898	0.0165032	-1.97427	0.0219541	0.0235354	0.0275091	0.0578943	0.0314915	0.0512418	
4	1.08782	0.411232	0.204335	-0.0402153	0.0166563	-1.96344	0.0129715	0.00821507	0.0305199	0.0669404	0.0343567	0.00920567	
5	1.09054	0.405798	0.178509	-0.0132697	-0.0137486	-1.9629	0.0138518	0.00725803	0.0211828	0.0649041	0.0218547	0.0105753	
6	1.09005	0.40519	0.174303	-0.0246208	-0.0181974	-1.96453	0.0103685	0.00693032	0.0153205	0.0465336	0.0161683	0.00977917	
7	1.08771	0.407342	0.175045	-0.0221565	-0.0174679	-1.96163	0.0101208	0.00323838	0.0177935	0.0539974	0.0187681	0.00190197	
8	1.09331	0.406091	0.184412	0.00766721	-0.00757443	-1.96196	0.00211307	0.0026512	0.00558375	0.0101988	0.00888602	0.00233133	
9	1.09332	0.405731	0.18371	0.00673388	-0.00867778	-1.96255	0.00217271	0.00300882	0.00557894	0.0121908	0.00577597	0.00276278	
