10	1.09268	0.406565	0.182841	0.00429878	-0.00931765	-1.96184	0.00248884	0.00185325	0.00667807	0.0147682	0.00694207	0.0030903	
0	1.11822	0.397276	0.199006	-0.0403741	0.05118	-1.96203	0.0303259	0.0293345	0.0300293	0.0487197	0.0511447	0.0515362	
0	1.11822	0.397276	0.199006	-0.0403741	0.05118	-1.96203	0.0303259	0.0293345	0.0300293	0.0487197	0.0511447	0.0515362	
1	1.12275	0.404336	0.203429	-0.0402548	0.0472369	-1.9613	0.0225117	0.0187414	0.0250549	0.0513578	0.0554165	0.0495379	
2	1.10698	0.403539	0.201211	-0.0375352	0.0689917	-1.99751	0.0193034	0.0197536	0.0275284	0.0545562	0.0546481	0.042322	
3	1.1005	0.398596	0.211857	-0.0218021	0.0243537	-1.99444	0.0154231	0.0172121	0.0274245	0.0618922	0.0310648	0.0379175	
4	1.09069	0.412221	0.209008	-0.00693496	0.0206722	-1.96012	0.0108585	0.00802383	0.0345699	0.0744513	0.038575	0.00889557	
5	1.092	0.408348	0.186589	0.0148249	-0.00573114	-1.95877	0.0123389	0.00665458	0.0293922	0.0758958	0.0300782	0.0105805	
6	1.08645	0.407989	0.169435	-0.02973	-0.0228921	-1.96148	0.0124762	0.00858688	0.0198337	0.0516202	0.0201352	0.0123863	
7	1.08781	0.407494	0.172389	-0.0217495	-0.0203037	-1.96155	0.0103499	0.00304854	0.0208282	0.0533834	0.0212283	0.00230305	
8	1.09277	0.406481	0.181294	0.00186692	-0.0118527	-1.96218	0.00309993	0.00259666	0.00660806	0.0142389	0.00827999	0.00180613	
9	1.09303	0.406152	0.182561	0.00475007	-0.0101837	-1.96206	0.00358653	0.00135968	0.00739368	0.0156945	0.00922638	0.00233915	
10	1.09324	0.406321	0.183834	0.00719217	-0.00837013	-1.96176	0.00305554	0.0015018	0.00434397	0.0105866	0.00467268	0.00284332	
0	1.11991	0.398566	0.200172	-0.037259	0.0497963	-1.96063	0.0299768	0.0304471	0.0290623	0.049205	0.0481493	0.0507793	
0	1.11991	0.398566	0.200172	-0.037259	0.0497963	-1.96063	0.0299768	0.0304471	0.0290623	0.049205	0.0481493	0.0507793	
1	1.10737	0.402417	0.193176	-0.0253243	0.0634926	-1.98839	0.0241937	0.0235782	0.0276825	0.0509069	0.0437219	0.0441587	
0	1.12009	0.399305	0.199037	-0.0406215	0.0521433	-1.96147	0.029382	0.0292923	0.0304258	0.0510778	0.0509072	0.0486442	
0	1.12009	0.399305	0.199037	-0.0406215	0.0521433	-1.96147	0.029382	0.0292923	0.0304258	0.0510778	0.0509072	0.0486442	
1	1.12167	0.403068	0.202042	-0.0375149	0.0459426	-1.96521	0.0235087	0.0197846	0.0250787	0.0510685	0.0524183	0.0462073	
2	1.10288	0.405099	0.202003	-0.0326072	0.0521076	-1.9863	0.018809	0.0196598	0.025565	0.053109	0.0472471	0.0413116	
3	1.09981	0.399922	0.209288	-0.0270917	0.0261609	-1.9904	0.0194211	0.0216706	0.0267641	0.0550184	0.0361508	0.0454261	
4	1.1061	0.392623	0.191713	0.02091	0.00107987	-1.99325	0.0206654	0.022023	0.0221359	0.0430323	0.0288527	0.0471994	
5	1.09183	0.409288	0.189228	0.0154288	-0.00143277	-1.95741	0.0107923	0.00531982	0.0233802	0.0467141	0.0302946	0.00844869	
6	1.09218	0.40796	0.185418	0.00801946	-0.00654113	-1.95981	0.00777945	0.00632733	0.00422708	0.0103303	0.0059605	0.00896055	
7	1.09011	0.410562	0.186025	0.01068	-0.00636269	-1.95645	0.00250037	0.00360321	0.00559908	0.0121684	0.00841603	0.00410031	
8	1.09078	0.409633	0.187187	0.0128015	-0.00425138	-1.95742	0.00278296	0.00401704	0.00570135	0.0145383	0.00612726	0.00444359	
9	1.09194	0.408382	0.189069	0.0174818	-0.00246481	-1.95854	0.00293922	0.0018593	0.00675857	0.0173673	0.00729647	0.00391445	
10	1.09157	0.408282	0.188167	0.0159388	-0.00350395	-1.95849	0.00338928	0.000791479	0.00795538	0.019608	0.00880553	0.00148162	
0	1.12229	0.398583	0.200213	-0.0383541	0.0475178	-1.95841	0.0304346	0.0289759	0.031545	0.0508708	0.0519059	0.0524374	
0	1.12229	0.398583	0.200213	-0.0383541	0.0475178	-1.95841	0.0304346	0.0289759	0.031545	0.0508708	0.0519059	0.0524374	
1	1.10585	0.403062	0.191661	-0.0340648	0.0597134	-1.98664	0.0230914	0.0236714	0.0262178	0.0529963	0.0463731	0.0404368	
0	1.12102	0.40278	0.20024	-0.0430474	0.0488914	-1.95763	0.0302792	0.0293961	0.028465	0.050773	0.049688	0.0494894	
0	1.12102	0.40278	0.20024	-0.0430474	0.0488914	-1.95763	0.0302792	0.0293961	0.028465	0.050773	0.049688	0.0494894	
1	1.12109	0.406549	0.202131	-0.0441665	0.0508919	-1.95889	0.0227197	0.0190718	0.0243864	0.0491204	0.0520255	0.0443902	
2	1.10176	0.410549	0.196335	-0.0437174	0.0646647	-1.97952	0.020139	0.0213476	0.0248919	0.0542055	0.0519662	0.045121	
0	1.11991	0.399012	0.199657	-0.0361003	0.0478017	-1.96392	0.0294821	0.0296738	0.030182	0.0476889	0.0480245	0.050367	
0	1.11991	0.399012	0.199657	-0.0361003	0.0478017	-1.96392	0.0294821	0.0296738	0.030182	0.0476889	0.0480245	0.050367	
1	1.11966	0.40174	0.200616	-0.0353638	0.0406995	-1.96893	0.022888	0.0190766	0.0255104	0.0500597	0.0474741	0.0477721	
2	1.10309	0.402627	0.200213	-0.0326132	0.0437654	-1.98965	0.0189717	0.0201512	0.0262935	0.0533736	0.0470612	0.0433204	
3	1.09979	0.399723	0.208395	-0.0259007	0.0227503	-1.98952	0.0186817	0.0209415	0.0275422	0.0544208	0.0343341	0.0463926	
4	1.09032	0.411648	0.207646	-0.026709	0.0221137	-1.96326	0.0102262	0.00787547	0.0309674	0.0638995	0.0384814	0.00735812	
5	1.0931	0.405336	0.183191	0.00482899	-0.00967707	-1.96278	0.0106095	0.00475369	0.0233011	0.0562074	0.027164	0.00703891	
6	1.09362	0.404518	0.181593	0.0016058	-0.0119864	-1.96407	0.00846458	0.00483828	0.0137273	0.0330213	0.0160222	0.00766374	
7	1.09331	0.405857	0.183017	0.00516794	-0.0103068	-1.96226	0.00788564	0.00274254	0.0165767	0.0402116	0.018773	0.00307748	
8	1.09487	0.406556	0.187099	0.0139733	-0.00477401	-1.96151	0.00507364	0.00311399	0.0108654	0.0277537	0.0106938	0.00314134	
9	1.09519	0.40638	0.187657	0.0160973	-0.00415679	-1.96151	0.00265801	0.00330068	0.00287143	0.00823425	0.00312609	0.00325827	
10	1.09565	0.406637	0.187547	0.01675	-0.00442367	-1.96215	0.00338297	0.0022624	0.00376228	0.0108982	0.00412989	0.0037933	
0	1.11735	0.401994	0.20058	-0.0415473	0.0494711	-1.961	0.0292175	0.0306336	0.0310071	0.0499926	0.0479145	0.0487229	
0	1.11735	0.401994	0.20058	-0.0415473	0.0494711	-1.961	0.0292175	0.0306336	0.0310071	0.0499926	0.0479145	0.0487229	
1	1.10095	0.40845	0.199486	-0.0409411	0.0491384	-1.97984	0.0222509	0.0238081	0.0267837	0.0540397	0.0477631	0.0405922	
2	1.09552	0.406806	0.208315	-0.0332785	0.0197638	-1.97757	0.022195	0.0239648	0.0297827	0.0615863	0.0331139	0.0441429	
