1, 0.0188408, 0.0108175, 0.00369444, 0.00951309, 0.0274071, -0.00932211, 0.0432576, 0.021494, 0.0358902, 0.0451191, 0.038301, 0.0187475, 
2, 0.0361419, 0.0199016, 0.0101578, 0.0231213, 0.00744991, -0.0159795, 0.0392279, 0.0206379, 0.0317451, 0.0518033, 0.0298225, 0.0180821, 
3, 0.0476583, 0.00311289, 0.0233913, 0.00849454, 0.0210718, -0.00230104, 0.0348524, 0.00989765, 0.0373249, 0.0547751, 0.0362591, 0.00448357, 
4, 0.0279583, 0.00574418, 0.0010803, 0.0253288, -0.000917897, -0.00230767, 0.0251086, 0.0122644, 0.00262658, 0.0638748, 0.00280015, 0.00474067, 
5, 0.0371324, 0.000549685, -0.000117509, -0.00194524, -0.000669905, -0.0010266, 0.0196438, 0.000920704, 0.00133792, 0.00997579, 0.00267161, 0.00306832, 
1, 0.000522996, -0.00244106, 0.0280064, 0.0300172, 0.0421546, 0.0102532, 0.03611, 0.0258051, 0.0328248, 0.0384593, 0.0473254, 0.0442821, 
2, -0.0023206, -0.000432667, 0.02147, 0.0447272, 0.0310314, 0.0095086, 0.0323583, 0.0255184, 0.0301757, 0.0421416, 0.0466854, 0.0427394, 
3, 0.000795221, 0.00539683, 0.0287, 0.0543897, 0.0429323, 0.00175515, 0.0315748, 0.0060183, 0.0256921, 0.0420116, 0.0399047, 0.00747754, 
4, -0.00241732, 0.00561431, 0.00954263, 0.0354088, 0.0129169, -0.00141369, 0.00717382, 0.00610749, 0.0225544, 0.0308284, 0.0357132, 0.00644511, 
5, -0.00230845, 0.00680129, 0.00959026, 0.0383796, 0.0128766, -0.0022913, 0.00660075, 0.00539794, 0.0209232, 0.0271868, 0.0331823, 0.00318312, 
6, 1.45017e-05, 0.00634417, 0.00202133, 0.0307883, 0.0011054, -0.00298051, 0.00143673, 0.00605665, 0.00482241, 0.0287463, 0.00444386, 0.00305938, 
7, -0.000934202, 0.00048937, 0.00353861, 0.00389739, 0.00314723, -0.000371414, 0.00165161, 0.00111416, 0.00606362, 0.0092333, 0.00554846, 0.00160542, 
1, 0.0219111, -0.00232081, 0.0140937, -0.00143841, 0.0342367, 0.00429803, 0.0266907, 0.0222896, 0.0420945, 0.0319962, 0.043588, 0.0382123, 
2, 0.0231129, -0.0112709, 0.0191483, 0.0116276, 0.0444575, 0.0219177, 0.0224768, 0.0198657, 0.0200581, 0.0408741, 0.0452209, 0.031708, 
3, 0.0192304, 0.000682492, 0.0172258, 0.00860724, 0.0386281, 0.00117538, 0.0174014, 0.010349, 0.0217227, 0.0483487, 0.0487381, 0.00824663, 
4, 0.0277047, -0.00125242, -0.000305282, 0.000536964, -0.000420473, 0.00244657, 0.0153225, 0.0109544, 0.00433745, 0.0509868, 0.00532692, 0.0105269, 
5, 0.0276173, 0.000186647, -0.000444714, 0.00548286, -0.000668381, 0.0011246, 0.0144469, 0.000825606, 0.00423381, 0.0221121, 0.00491578, 0.00627803, 
6, 0.0292277, 0.000313143, 0.000165843, 0.00560901, 0.000378204, 4.34991e-05, 0.0115139, 0.000948857, 0.00431923, 0.0157203, 0.00479862, 0.000724727, 
1, -0.00360402, -0.00694065, 0.0222663, 0.027959, 0.0496747, 0.0110981, 0.0473624, 0.0349615, 0.0427836, 0.0318993, 0.0431134, 0.0388148, 
2, 0.00564432, 0.0054616, 0.00810653, 0.0351944, 0.0519161, -0.00122894, 0.0465978, 0.00548144, 0.0394322, 0.0340147, 0.0367627, 0.00994097, 
3, 0.00123748, 0.0017557, 0.0328965, 0.0362565, 0.029845, 0.00536597, 0.0489042, 0.00377388, 0.0421248, 0.0284457, 0.0401683, 0.00679539, 
4, 0.00805629, 0.00155033, 0.00147543, 0.0288533, 0.00100813, 0.00548689, 0.0518566, 0.00401064, 0.00349601, 0.0326637, 0.00456142, 0.00780377, 
1, 0.0382539, -0.000968798, 0.00254958, 0.00180181, 0.0352124, 0.00069465, 0.0535532, 0.0324289, 0.039094, 0.0380375, 0.0337393, 0.0352069, 
2, 0.0248401, 0.00345966, 0.013776, 0.00790366, 0.030398, -0.00186859, 0.0519689, 0.00983707, 0.0382217, 0.0447517, 0.0348659, 0.0101995, 
3, 0.0394514, 0.00297448, 0.0294167, 0.00469091, 0.0319548, -0.00294431, 0.0397995, 0.00974772, 0.028919, 0.0427203, 0.0301564, 0.0117093, 
